y,N,E,avg_ew,sd_ew,med_ew,max_ew,avg_ew_scaled,sd_ew_scaled,med_ew_scaled,deg_max,deg_min,strength_mean,assort,ed,ld,mean_deg,nc,nc_weighted,m,m_weighted,beta_eff,period,pcgroup
2015,10,12,13042.16203,42861.35238,253.9966989,149109.1987,0.083333333,0.273864054,0.00162292,0.555555556,0,0.2,0.142857143,0.266666667,1.2,2.4,0.361111111,0.418187914,0.152777778,0.090056164,153900.3666,early,SFA
2015,11,20,59004.77329,121659.259,11049.46233,520856.6354,0.05,0.103092726,0.009363194,0.9,0.1,0.181818182,-0.642955484,0.363636364,1.818181818,3.636363636,0.655555556,0.516554313,-0.03875,0.021098735,309848.4672,late,SFA
2015,8,15,5553.236772,13248.35645,946.1892459,52009.23661,0.066666667,0.15904666,0.011359012,0.857142857,0.142857143,0.25,-0.341463415,0.535714286,1.875,3.75,0.428571429,0.414311614,0.006666667,0.240207367,37159.83954,early,MRA
2015,16,41,8466.399241,17677.78336,1593.442938,104118.4209,0.024390244,0.050926661,0.004590436,0.666666667,0,0.125,-0.373103087,0.341666667,2.5625,5.125,0.371428571,0.150593138,0.03569304,0.430936157,45377.48928,late,MRA
2015,12,19,7262.283045,23598.58167,318.0691383,103419.827,0.052631579,0.171024815,0.002305126,0.636363636,0.090909091,0.166666667,-0.112612613,0.287878788,1.583333333,3.166666667,0.418181818,0.381497006,0.156509695,0.37951542,83945.20125,early,MNA
2015,11,26,15139.17604,24168.34012,8110.741801,107021.3862,0.038461538,0.061400405,0.020605587,0.8,0.1,0.181818182,0.037037037,0.472727273,2.363636364,4.727272727,0.4,0.171974232,0.014792899,0.421236664,53721.76881,late,MNA
2016,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,early,CCA
2016,6,8,12094.99275,13818.01938,8823.56931,44180.66769,0.125,0.142807231,0.091190312,0.8,0,0.333333333,-0.333333333,0.533333333,1.333333333,2.666666667,0.4,0.348012674,-0.03125,0.058238195,27881.49743,late,CCA
2016,5,5,77641.91163,111403.7397,19682.11016,260694.1846,0.2,0.28696805,0.050699705,1,0.25,0.4,-0.805555556,0.5,1,2,0.833333333,0.624027337,-0.26,-0.382326347,237488.4812,early,ERA
2016,8,12,15259.1514,36193.92874,5163.22401,129684.1834,0.083333333,0.197662416,0.028197418,0.857142857,0.142857143,0.25,-0.299145299,0.428571429,1.5,3,0.571428571,0.377743906,0.135416667,0.3593755,101109.3041,late,ERA
2016,6,9,10528.41401,19589.21861,2242.875842,61026.19647,0.111111111,0.206733877,0.023670082,0.8,0,0.333333333,-0.5,0.6,1.5,3,0.3,0.356746817,0,0,46976.20998,early,BGA
2016,9,21,10313.40848,12866.52088,4327.304017,44390.2489,0.047619048,0.059407273,0.019980019,0.875,0,0.222222222,-0.368888889,0.583333333,2.333333333,4.666666667,0.375,0.185251398,-0.094104308,0.066205556,26365.07169,late,BGA
2016,3,1,NA,NA,NA,0,NA,NA,NA,0.5,0,0.666666667,NA,0.333333333,0.333333333,0.666666667,0.5,0.5,-0.5,-0.5,NA,early,BDA
2016,7,14,14540.68775,35641.93203,2318.7206,135783.1458,0.071428571,0.175084723,0.011390307,1,0.5,0.285714286,-0.494791667,0.666666667,2,4,0.466666667,0.499321587,0.017857143,0.024124054,101905.6969,late,BDA
2016,9,8,8540.7525,20737.70063,793.2303091,59727.09041,0.125,0.303511029,0.011609491,0.75,0,0.222222222,-0.653333333,0.222222222,0.888888889,1.777777778,0.678571429,0.491688302,-0.03125,0.014398568,58893.71933,early,SFA
2016,14,27,26448.00841,47846.87683,7141.349191,202933.7385,0.037037037,0.067003402,0.010000542,0.692307692,0,0.142857143,-0.189979123,0.296703297,1.928571429,3.857142857,0.461538462,0.254544991,0.061728395,0.41134878,113007.404,late,SFA
2016,9,15,3860.443415,6830.703267,855.839566,26721.56217,0.066666667,0.117960599,0.014779642,0.625,0,0.222222222,0.53125,0.416666667,1.666666667,3.333333333,0.267857143,0.286468817,0.051111111,0.195805738,15946.75115,early,MRA
2016,11,19,14041.6327,18868.87377,8189.227223,71255.22376,0.052631579,0.070725295,0.030695288,0.7,0,0.181818182,-0.147965475,0.345454545,1.727272727,3.454545455,0.433333333,0.113074774,0.120498615,0.421697065,39397.25944,late,MRA
2016,7,9,4588.741438,7283.542856,1187.488222,22658.72511,0.111111111,0.176362637,0.028753665,0.666666667,0,0.285714286,-0.384615385,0.428571429,1.285714286,2.571428571,0.333333333,0.315054691,0.067901235,0.131321218,16149.64485,early,MNA
2016,12,34,15120.13782,52609.72871,3051.50368,309115.9198,0.029411765,0.102336697,0.0059358,0.818181818,0.090909091,0.166666667,0.102456874,0.515151515,2.833333333,5.666666667,0.363636364,0.284483196,0.057093426,0.479479144,198172.9373,late,MNA
